"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"E2F4",117.597071349722,0.271150558980036,0.187347958826754,0.114628193697988,0.238697444037709
"ELMO3",98.4087568808979,-0.0909083202511488,0.277772001200742,0.700283276522639,0.815715743219708
"FBXL9P",9.64838084321503,-0.240136104722091,0.324195095418015,0.374045410799137,0.547633592937488
"TMEM208",95.5353203295893,0.324140582427406,0.224783069826238,0.113371489574695,0.236695710330491
"FHOD1",85.1768040705735,0.167608114154543,0.21374469399788,0.401179297726727,0.573025203336848
"SLC9A5",9.09623667277617,0.423447516283184,0.338083473035517,0.134041614553037,0.266805660148044
"PLEKHG4",34.5773882814579,-0.532600164908365,0.285210642400904,0.0304146939806499,0.0889583855287514
"LRRC36",12.4644416536699,-0.313961167053826,0.353069768847022,0.264122321664767,0.432092017854043
"TPPP3",52.3887996318501,0.107336430792628,0.342366445548534,0.688252364194403,0.80744981984635
"ZDHHC1",29.6047507778553,-0.607526000408232,0.270779270809663,0.010513653289992,0.039267759876702
"HSD11B2",34.6938339863654,0.492544560039997,0.462697827175383,0.104038591956573,0.222386079495031
"ATP6V0D1",187.62183214392,0.691637104995819,0.162361529621196,8.98678646976702e-06,0.000117572062851935
"ATP6V0D1-DT",10.4217293908817,-0.0432829438483647,0.275257578885627,0.858210510978361,0.919087445731112
"RIPOR1",151.639237908247,-0.26456006367889,0.191658080008767,0.141437356307688,0.277231059035696
"CTCF",201.161936377266,0.0422420572259934,0.0836539776028396,0.605358152552855,0.747250527257376
"CARMIL2",9.32904768992913,0.761245786803065,0.476754794036576,0.0277328941968411,0.0828031093116941
"ACD",21.9483172530469,-0.319628904998964,0.304162739632505,0.210693201499754,0.368967179442779
"PARD6A",18.8876102464212,-1.54922989694443,0.483233720726661,2.92057384935671e-05,0.000316066760082921
"ENKD1",74.7414763631757,-1.81469631715871,0.342497040920654,1.15707992937548e-09,5.09180912103015e-08
"C16orf86",5.31654904807167,-0.00997961811954482,0.37250461624003,0.915557689072646,0.952279999355519
"GFOD2",75.857780454915,-0.232991107822159,0.17732938408088,0.166113916679055,0.310936667529029
"RANBP10",87.1198440698098,-0.494670517184191,0.193153627267193,0.00605362082341092,0.0252932709642066
"TSNAXIP1",6.17386029602113,-0.473042527357934,0.397163589151628,0.113368944241786,0.236695710330491
"CENPT",117.988476550534,-0.629089281383838,0.26929102658235,0.00678900981453389,0.0277715920846294
"THAP11",60.1651050252845,-0.0961213339081443,0.190292978971834,0.586238633430796,0.73290063614161
"NUTF2",130.154004283349,0.211456709649974,0.247456634301568,0.333191903158748,0.50725421765781
"EDC4",157.63673531335,-0.114792430079989,0.21984579760225,0.559210538957387,0.710147893355137
"PSKH1",198.653298698939,-1.8401172950223,0.402985942698436,3.24439383330208e-08,9.58749046771045e-07
"CTRL",3563.87229038954,-6.36555916921814,0.966969777652489,6.55910198292833e-21,4.01054564666684e-18
"PSMB10",157.383773122315,-0.182795856930653,0.274766991797964,0.434949226376864,0.603706408295486
"LCAT",20.6868353043885,-0.307694276937622,0.292016167843619,0.218448612309394,0.378384785075949
"SLC12A4",165.392470437293,-0.258098606949481,0.198046935519913,0.159028331930942,0.30128324476375
"DPEP2",12.1000639398643,1.24184096470807,0.495825887996953,0.000893873053752499,0.00542275206369173
"DDX28",26.4580790228873,0.0627537691638212,0.23971596460764,0.773238740375714,0.865178153360539
"DUS2",27.6224220453779,0.398103010207674,0.233526558181904,0.0621670702720229,0.152095596269396
"NFATC3",191.737773191896,-0.253937359485756,0.153944796034375,0.0856574108122366,0.192853676378132
"ESRP2",213.792305517375,-0.735394940577524,0.326462481516973,0.00537391473846621,0.0229983484241248
"PLA2G15",45.2651119073325,0.398454828790036,0.257697004399434,0.0794930023592748,0.18291670891258
"SLC7A6",128.65764259212,0.410675281228054,0.238800638382551,0.0547873149380039,0.138608804723924
"SLC7A6OS",82.9311956416383,0.162085415460319,0.210420832468043,0.405034513700828,0.57672367482772
"PRMT7",86.8492984713892,0.0163598435262078,0.220079845380042,0.936170853089621,0.964170500044588
"SMPD3",63.3191477613929,0.835331668986418,0.597940767667963,0.0132330030074402,0.0469298013030452
"ZFP90",140.310202535492,-0.0720029676474941,0.209672718188008,0.719798764683765,0.829137092728536
"CDH3",171.04938523928,3.75217201203466,0.928193285406291,2.62282340414477e-10,1.40094946655871e-08
"CDH1",1314.49004024577,0.140614233768903,0.277678063441527,0.551375413120889,0.703294231656996
"TANGO6",80.0897082884416,-0.168018341330832,0.149853270809845,0.244381043706435,0.409327678093931
"HAS3",48.3034090731167,0.846488231995862,0.340770809639303,0.0022886044888779,0.0115977590619581
"DERPC",82.9516251670975,0.0460897881087555,0.150816035448534,0.755186309669047,0.852570521605379
"CHTF8",82.9255878068869,0.0449748116064134,0.150798591690478,0.760152479882304,0.855899850304194
"UTP4",110.550294247484,-0.0835500157826979,0.204318569200746,0.653287044771508,0.782930706472797
"SNTB2",340.243968208204,0.32414744925785,0.204950791453045,0.0851008441182268,0.191916734260604
"VPS4A",236.533282892146,-0.44753164016265,0.176632945658857,0.00703371430362903,0.0285813836734559
"PDF",50.5298749610772,-0.612855937676605,0.237651737270816,0.00432453220509709,0.0192749867226992
"COG8",59.1303796061445,-0.342287782632878,0.172533930079632,0.0366873600593646,0.102517235235037
"NIP7",111.872690390083,0.346537334793244,0.241501784760081,0.105526760052728,0.224801895097198
"TMED6",152.249993050867,-3.26425421494302,0.687748568322399,1.04115235148519e-10,6.09349493369227e-09
"TERF2",78.6450037706039,-0.435973742701504,0.157219344105403,0.00386654167622242,0.017670947255513
"CYB5B",238.856877746978,0.545616156375832,0.215278995698103,0.00534135880249261,0.0228809866843503
"NFAT5",958.341723351851,0.140178521276399,0.145737265218347,0.334592860855001,0.508786984421855
"NQO1",686.476691921028,2.95291726379819,0.612293558442355,5.71114710929449e-11,3.61576302682445e-09
"NOB1",104.11468430891,-0.433395831511566,0.252672622392708,0.0511521170483736,0.131677314382779
"WWP2",205.340369941137,-0.335578396874501,0.193658537457912,0.0620513139874638,0.151925929097985
"CLEC18A",7.47608324470874,-0.0992120842692156,0.347628829116512,0.723066949373905,0.83145900072764
"PDXDC2P-NPIPB14P",365.009575941215,-0.162152755476279,0.249306696112562,0.455168623543264,0.622657813837371
"PDPR",233.85944605074,-0.0558352735363645,0.18539838743964,0.746755014121716,0.846465643141676
"LOC400541",6.32466571815872,0.199850227666517,0.306189412554678,0.451891712090613,0.619378476311078
"SMG1P7",10.3410048438552,0.0201738004100215,0.272382474741027,0.931854503134449,0.961329820331817
"107984138",37.1382321529847,-0.103968566235349,0.163313413086457,0.512938231488172,0.671442171366203
"EXOSC6",201.593875548245,-0.584319570779192,0.150918336107445,5.44143724438407e-05,0.000532568636787126
"AARS1",376.510116092693,-0.604606190290429,0.212881863539958,0.00184728694296609,0.00979596491879392
"DDX19B",96.8031856415701,-0.199211639939138,0.119704737439689,0.0873989763337002,0.195580777724504
"DDX19A-DT",11.7237403170867,-0.187422852048747,0.224833857620743,0.371357855797164,0.545072632940436
"DDX19A",124.761228986264,-0.236148277996041,0.167930882621233,0.140975476214236,0.276567407374316
"ST3GAL2",85.5881353155849,0.518440859897718,0.209163878946021,0.00724975193778953,0.0292647648148957
"FCSK",77.8628452897514,-0.237274700834533,0.204410435405144,0.209277670705275,0.36731883055122
"COG4",147.796540746506,0.168133079168316,0.198515284594086,0.362133871918256,0.535906549936268
"SF3B3",499.598299233797,-0.0481221681138917,0.173968339514162,0.777840615948644,0.867898900862791
"IL34",9.41429680184359,0.305835266297579,0.479820269763822,0.327528122003354,0.501300398903868
"MTSS2",72.4131242381822,0.229030106963429,0.326668575559628,0.375089719757042,0.548678521691946
"VAC14",148.1392043758,0.163140237172698,0.199736983196655,0.381259783620295,0.554631296795489
"VAC14-AS1",9.06334777313092,0.101839957269844,0.287307991186622,0.68815012174528,0.807411406289531
"TRG-GCC2-5",2.1115107306453,0.04623204761857,0.618248768957548,0.717965514504408,0.827969462453342
"HYDIN",52.3730471335508,-1.89958426736312,0.350308417035862,4.92730455838726e-10,2.42209527971433e-08
"CMTR2",190.61560774364,0.280270728872795,0.181422035508249,0.102926366297362,0.220770601600104
"LOC102723786",4.95309123640134,0.116582735108054,0.362481552351063,0.690773956873019,0.808954201954082
"CALB2",13.5530044520935,0.509006119737497,0.686881217465812,0.164713378971666,0.308862509919026
"ZNF23",59.1436450542735,-0.284672640740569,0.146475998525173,0.0443596331910323,0.118425946937375
"ZNF19",24.4215144322398,-0.362040187162412,0.178820343670356,0.0336662087091271,0.0961684729968733
"CHST4",50.6342086134951,-1.20843016958149,0.55578370342526,0.000910058071186765,0.00550369580531611
"MARVELD3",115.327176964223,-0.526434212816505,0.331083461883844,0.0451423866383521,0.119967522595574
"PHLPP2",131.499518977941,-0.215449494062177,0.209760289339854,0.259143455284827,0.426465943065296
"AP1G1",611.75135022389,0.00782635646627938,0.122561910502146,0.948731888777409,0.971795864305605
"SNORD71",3.47738169474331,0.417694260781051,0.430750619242638,0.201789545797003,0.357579324023289
"ATXN1L",218.227676200861,-0.259583358731651,0.190925022544038,0.145614988558234,0.282866337191754
"ZNF821",18.0267721068926,-0.0294893891199933,0.227943943183646,0.887895048865974,0.937354784878955
